Address,Postal Code,County,Price,NotMP,VATEx
"102 The Oaks, Ridgewood, Swords",,Dublin,340000,No,No
"113 Allendale Sq, Clonsilla, Dublin 15",Dublin 15,Dublin,232000,No,No
"117 Rockford Park, Blackrock, Dublin",,Dublin,535000,No,No
"12 St Brendan'S Road, Drumcondra, Dublin 9",,Dublin,285000,No,No
"13 Discovery, Royal Canal Park, Ratoath Rd Dublin 15",Dublin 7,Dublin,295000,No,No
"13 Gilbert Rd, South Circular Rd, Dublin 8",Dublin 8,Dublin,427500,No,No
"13 Ross St, Stoneybatter, Dublin 7",Dublin 7,Dublin,319000,No,No
"13 Woodlands Drive, Dun Laoghaire, Co Dublin",,Dublin,960000,No,No
"135 Templeogue Rd, Terenure, Dublin 6W",,Dublin,1201000,No,No
"148 Glasnevin Ave, Dublin 11, Dublin",Dublin 11,Dublin,490000,No,No
"16 Tuscany Downs, Raheny, Dublin 5",Dublin 5,Dublin,375000,No,No
"17 Lambourne Village, Clontarf, Dublin 3",Dublin 3,Dublin,360000,No,No
"17 Sweepstakes, Ballsbridge Park, Ballsbridge Dublin 4",Dublin 4,Dublin,487000,No,No
"24 Dundrum Wood, Ballinteer Road, Dundrum",,Dublin,480000,No,No
"26 Larkfield Way, Clay Farm, Leopardstown",Dublin 18,Dublin,536300,No,Yes
"26 Rathborne Walk, Rathborne, Ashtown",Dublin 15,Dublin,339200,No,Yes
"27 Beechwood Heath, Beechwood, Hansfield",,Dublin,374449,No,Yes
"27 Fortfield Park, Terenure, Dublin 6W",,Dublin,1005000,No,No
"29 Park Court, Park Avenue, Sandymount",Dublin 4,Dublin,443000,No,No
"37 Suncroft Park, Mountain View, Tallaght Dublin 24",Dublin 24,Dublin,210000,No,No
"38 Bunbury Gate Ave, Swords, Dublin",,Dublin,352000,No,No
"39 Cassian Court North, Royal Canal Park, Ratoath Rd Dublin 15",Dublin 7,Dublin,246696,No,Yes
"40 Templemore Avenue, Rathgar, Dublin 6",Dublin 6,Dublin,832000,No,No
"42 Ave Maria Road, Maryland, Dublin 8",Dublin 8,Dublin,228000,No,No
"44 Redmill Apts, Brunswick St North, Dublin 1",Dublin 7,Dublin,300000,No,No
"48 Shrewsbury Lawn, Cabinteely, Dublin 18",Dublin 18,Dublin,628000,No,No
"48 Summerville, Clontarf, Dublin 3",Dublin 3,Dublin,840000,No,No
"5 Kings Hall, Phibsborough Rd, Phibsborough Dublin 7",Dublin 7,Dublin,260000,No,No
"53 Adamstown Park, St. Helen'S, Adamstown",,Dublin,299559,No,Yes
"55 Adamstown Park, St. Helen'S, Adamstown",,Dublin,299560,No,Yes
"56 Park Lawn, Clontarf, Dublin 3",Dublin 3,Dublin,660000,No,No
"57 Ardilaun Court, Sybil Hill Road, Raheny",Dublin 5,Dublin,356828,No,Yes
"64 Dean Swift Rd, Dublin 11, Dublin",Dublin 11,Dublin,375000,No,No
"7 The Lodge, Seabrook Manor, Portmarnock",Dublin 13,Dublin,275000,No,No
"73 North Circular Road, Dublin 7, Dublin",Dublin 7,Dublin,650000,No,No
"9 Airpark Rise, Stocking Lane, Rathfarnham Dublin 16",Dublin 16,Dublin,455000,No,No
"9 Temple Manor Grove, Greenhills, Dublin 12",Dublin 12,Dublin,520000,No,No
"Apartment 16, Block 4, Gallery Quay",,Dublin,425000,No,No
"Apartment 33 Stillorgan Gate, Kilmacud Road, Stillorgan",,Dublin,396475,No,Yes
"Apt 41, Fitzwilliam Point, Fitzwilliam Quay Dublin 4",Dublin 4,Dublin,410000,No,No
"Balroy, Carpenterstown Rd, Castleknock Dublin 15",Dublin 15,Dublin,2500000,No,No
"1 Violet Hill Park, Glasnevin, Dublin 11",,Dublin,425000,No,No
"10 Clanbrassil St Lower, Circular Rd South, Dublin 8",Dublin 8,Dublin,370000,No,No
"106 Clifden Court, Ellis Quay, Dublin 7",Dublin 7,Dublin,200000,No,No
"12 Ardmore Dr, Artane, Dublin 5",Dublin 5,Dublin,351000,No,No
"12 Cloister Grove, Blackrock, Dublin",,Dublin,650000,No,No
"12 The Green, Station Manor, Station Road",,Dublin,418502,No,Yes
"13 Alexandra Court, Woodline Terrace, Dundrum Dublin 14",Dublin 14,Dublin,365000,No,No
"13 Tolka Cottages, Finglas Rd Old, Glasnevin Dublin 11",Dublin 11,Dublin,440000,No,No
"16 Beechfield Haven, Shankill, Dublin",Dublin 18,Dublin,290000,No,No
"18 Talbot Downs, Castleknock, Dublin 15",Dublin 15,Dublin,570000,No,No
"1A Wheatfield Grove, Portmarnock, Dublin",Dublin 13,Dublin,530000,No,No
"20 Court View, Castle Ave, Clontarf Dublin 3",Dublin 3,Dublin,450000,No,No
"20 Geoffrey Keating Rd, South Circular Rd, Dublin 8",Dublin 8,Dublin,395000,No,No
"201B Hampton Lodge, Gracepark Rd, Drumcondra",Dublin 9,Dublin,265000,No,No
"23 Temple Hill, Terenure Rd West, Terenure Dublin 6W",,Dublin,330000,No,No
"23 Tir Connell Grove, Inchicore, Dublin 8",Dublin 8,Dublin,260000,No,No
"25 Mckee Ave, Finglas East, Dublin 11",Dublin 11,Dublin,330000,No,No
"26 Kingsland Park Ave, Portobello, Dublin",Dublin 8,Dublin,640000,No,No
"27 Drury Hall, Lower Stephens St, Dublin 2",Dublin 2,Dublin,413000,No,No
"27A Raithlin Road, Drumcondra, Dublin 9",,Dublin,495000,No,Yes
"28 Ashfield Avenue, Ridgewood, Swords",,Dublin,383259,No,Yes
"29 Montpelier Gardens, Phoenix Park, Dublin 7",Dublin 7,Dublin,415000,No,No
"3  Glaslinn, Portrane Road, Donabate",,Dublin,365639,No,Yes
"3 Cruise Park Walk, Tyrrelstown, Dublin 15",Dublin 15,Dublin,280000,No,No
"3 Elder Heath Meadows, Elder Heath, Kiltipper Road",Dublin 24,Dublin,290749,No,Yes
"31A Coolamber Court, Knocklyon, Dublin 16",Dublin 16,Dublin,485000,No,No
"32 Millers Avenue, Millers Glen, Swords",,Dublin,328336,No,Yes
"34 Ferndale Ave, Ballygall, Dublin 11",Dublin 11,Dublin,200000,No,No
"34 Marysfield Cresant, Artane, Dublin 5",Dublin 5,Dublin,327500,No,No
"36 Belfry Rd, Citywest, Dublin 24",Dublin 24,Dublin,146500,No,No
"39 Leinster Rd, Rathmines Dublin 6, Dublin",Dublin 6,Dublin,180000,No,No
"4 Longview Square, Millers Glen, Swords",,Dublin,319525,No,Yes
"4 Woodlands, Portmarnock, Dublin",Dublin 13,Dublin,505000,No,No
"42 Castlemill, Balbriggan, Dublin",,Dublin,126000,No,No
"45 Adamstown Park, St. Helen'S, Adamstown",,Dublin,299559,No,Yes
"45 Waterloo Road, Ballsbridge, Dublin 4",Dublin 4,Dublin,1600000,No,No
"5 Beverly Rise, Knocklyon, Dublin 16",Dublin 16,Dublin,430000,No,No
"53 The Park, Kingswood Heights, Dublin 24",Dublin 24,Dublin,370000,No,No
"57 Longview Mews, Millers Glen, Swords",,Dublin,286185,No,Yes
"57 The Weavers, South Earl St, Dublin 8",Dublin 8,Dublin,201000,No,No
"60 Leinster Park, Harolds Cross, Dublin 6W",,Dublin,695000,No,No
"63 Adamstown Park, St. Helen'S, Adamstown",,Dublin,301762,No,Yes
"7 Bective Sq, Phibsborough Rd, Phibsborough Dublin 7",Dublin 7,Dublin,248000,No,No
"7 Petty Lane, Sandymount, Dublin 4",Dublin 4,Dublin,1079295,No,Yes
"71A Woodavens, Clondalkin, Dublin 22",Dublin 22,Dublin,225000,No,No
"8 Frankfort Court, Dundrum, Dublin 14",Dublin 14,Dublin,505000,No,No
"84 Hawthorns Road, Wedgewood, Sandyford",Dublin 16,Dublin,415000,No,No
"84 St Brendans Ave, Coolock, Dublin 5",Dublin 5,Dublin,362000,No,No
"9 Brambledown, Glenamuck Road, Carrickmines",Dublin 18,Dublin,616740,No,Yes
"91 Ringsend Park, Ringsend, Dublin 4",Dublin 4,Dublin,420000,No,No
"93 Glaslyn, Howth Rd, Dublin",Dublin 3,Dublin,340000,No,No
"Apartment 27, Ongar Lodge, Ongar",,Dublin,248000,No,No
"Apartment 67, Ardilaun Court, Sybil Hill Road",Dublin 5,Dublin,374444,No,Yes
"Apt 133, 109 Parnell St, Dublin",Dublin 1,Dublin,210000,No,No
"Apt 1, 101 Grove Park, Rathmines Dublin 6",Dublin 6,Dublin,375000,No,No
"Apt 502 Cube 2, Beacon South Quarter, Sandyford Dublin 18",Dublin 18,Dublin,255000,No,No
"Apt 8, Chamberlain Court, Richmond Ave Dublin 3",Dublin 3,Dublin,300000,No,No
"Torca, Elton Park, Sandycove",,Dublin,2600000,No,No
"1 Ailesbury Grove, Ballsbridge, Dublin 4",,Dublin,1199000,No,No
"10 Carberry Rd, Griffith Ave, Drumcondra Dublin 9",Dublin 9,Dublin,435000,No,No
"106 Cromwellsfort Rd, Walkinstown, Dublin 12",Dublin 12,Dublin,485000,No,No
"116 Dean Swift Rd, Glasnevin, Dublin 11",Dublin 11,Dublin,330000,No,No
"12 Newbury Ave, Clonshaugh, Dublin 17",Dublin 17,Dublin,320000,No,No
"12 Omoore Rd, Ballyfermot, Dublin 10",Dublin 10,Dublin,300000,No,No
"124 Kennelsfort Rd, Palmerstown, Dublin 20",Dublin 20,Dublin,150000,No,No
"14 Beechwood Heath, Beechwood, Hansfield",Dublin 15,Dublin,370044,No,Yes
"14 Brookvale, Old Cucan Rd, Lucan",,Dublin,335000,No,No
"14 Eaglewood, Rochestown Ave, Dun Laoghaire",,Dublin,385000,No,No
"14 Morehampton Mews, Morehampton Rd, Donnybrook Dublin 4",Dublin 4,Dublin,372000,No,No
"140 Mount Prospect Ave, Dollymount, Dublin 3",Dublin 3,Dublin,898000,No,No
"15 Cairnwood Court, Belgard, Dublin 24",Dublin 24,Dublin,242500,No,No
"15 Gracepark Manor, Drumcondra, Dublin 9",Dublin 9,Dublin,330000,No,No
"16 Castle Lawns, Kilgobbin Woods, Dublin 18",Dublin 18,Dublin,300000,No,No
"160 Beaumont Rd, Beaumont, Dublin 9",Dublin 9,Dublin,380000,No,No
"17 Montrose Grove, Artane, Dublin 5",Dublin 5,Dublin,370000,No,No
"17 Stepaside Park, Stepaside, Dublin 18",Dublin 18,Dublin,760000,No,No
"183 Downpatrick Rd, Crumlin, Dublin 12",Dublin 12,Dublin,142500,No,No
"19 Aikenhead Terrace, Irishtown, Dublin 4",Dublin 4,Dublin,140000,Yes,No
"19 Grangeabbey, Abbey Road, Monkstown",,Dublin,555066,No,Yes
"197 Cruise Park Dr, Tyrellstown, Dublin 15",Dublin 15,Dublin,162000,No,No
"2 Dodderbrook Walk, Dodderbrook, Oldcourt Road",Dublin 24,Dublin,350221,No,Yes
"2 Shackleton Lodge, Shackleton Park, Lucan",,Dublin,308370,No,Yes
"2 Tower Hill, Harbour Rd, Dalkey",,Dublin,1600000,No,No
"20 Whitethorn Walk, Carriglea Downs, Dun Laoghaire",,Dublin,550000,No,No
"22 Landsdowne Park, Knocklyon, Dublin 16",Dublin 16,Dublin,595000,No,No
"22 Woodfield Terrace, Sarsfield Rd, Inchicore",Dublin 10,Dublin,395000,No,No
"229 Templeogue Rd, Templeogue, Dublin 6W",,Dublin,850000,No,No
"249 Swords Rd, Santry, Dublin 9",Dublin 9,Dublin,391000,No,No
"26 Riverbank, Rathfarnham, Dublin 6",Dublin 14,Dublin,220000,No,No
"2A Vernon Court, Clontarf Road, Dublin 3",Dublin 3,Dublin,345000,No,No
"3 Dromeen Ave, Dublin 9, Dublin",Dublin 9,Dublin,395000,No,No
"3 Richmond Hill, Monkstown, Co Dublin",,Dublin,1750000,No,No
"30 Charlestown Ave, Charlestown, St Margaret Rd Dublin 11",Dublin 11,Dublin,250000,No,No
"30 Orwell Park Rise, Templeogue, Dublin 6W",,Dublin,460000,No,No
"32 Villiers Rd, Rathgar, Dublin 6",Dublin 6,Dublin,1430000,No,No
"34 Moylaragh Ave, Balbriggan, Dublin",,Dublin,220000,No,No
"35 Grosvenor Place, Rathmines, Dublin 6",Dublin 6,Dublin,615000,No,No
"351 Navan Rd, Dublin 7, Dublin",Dublin 7,Dublin,510000,No,No
"38 Cloyne Rd, Kimmage, Dublin 12",Dublin 12,Dublin,281000,No,No
"38 Rathborne Walk, Royal Canal Bank, Ratoath Road",Dublin 15,Dublin,339207,No,Yes
"4 Belarmine Close, Stepaside, Dublin 18",Dublin 18,Dublin,535000,No,No
"4 Cambridge Terrace, Ranelagh, Dublin 6",Dublin 6,Dublin,10000,No,No
"4 Grace Park Row, Grace Park Wood, Grace Park Road",Dublin 9,Dublin,600000,No,Yes
"41 Eustace Court, Cualanor, Upper Glenageary",,Dublin,471365,No,Yes
"42 Torquay Wood, Leopardstown, Dublin 18",Dublin 18,Dublin,802500,No,No
"43 Kiltipper Gate, Tallaght, Co Dublin",,Dublin,207000,No,No
"44 Beauvale Park, Artane, Dublin 5",Dublin 5,Dublin,325000,No,No
"44 Larkfield Health, Clayfarm, Leopardstown",Dublin 18,Dublin,528634,No,Yes
"46 Ballisk Court, Donabate, Dublin",,Dublin,174000,No,No
"49 The Park, Kingswood Heights, Dublin 12",Dublin 24,Dublin,360000,No,No
"50 Fort Ostman, Old County Rd, Crumlin Dublin 12",Dublin 12,Dublin,210000,No,No
"51 Davis Court, Thomas Davis St, Inchicore Dublin 8",Dublin 8,Dublin,241000,No,No
"521 Kilmainham Sq, Inchicore Rd, Kilmainham Dublin 8",Dublin 8,Dublin,282500,No,No
"53 Rock Road, Blackrock, Co. Dublin",,Dublin,630000,No,No
"56 Eustace Court, Cualanor, Dun Laoghaire",,Dublin,462554,No,Yes
"6 Stradbrook Close, Blackrock, Dublin",,Dublin,475000,No,No
"66 Meadowbank, Off Bushy Park Rd, Rathgar Dublin 6",Dublin 6,Dublin,503000,No,No
"66 Wheatfield Rd, Palmerstown, Dublin 20",Dublin 20,Dublin,320000,No,No
"67 Baile Na Laochra, Poppintree, Ballymun",Dublin 11,Dublin,156563,No,Yes
"7 Ellensborough Downs, Kiltipper Rd, Tallaght Dublin 24",Dublin 24,Dublin,375000,No,No
"7 Forge Mews, The Forge, Lusk",,Dublin,318942,No,Yes
"7 Kingshall, Chapelizod, Dublin 20",,Dublin,260000,No,No
"7 Kingsland, Donabate, Co Dublin",,Dublin,392070,No,Yes
"8 Beverton Wood, Donabate, Dublin",,Dublin,385000,No,No
"8 Limewood Ave, Raheny, Dublin 5",Dublin 5,Dublin,335000,No,No
"8 Longview Square, Millers Glen, Swords",,Dublin,319525,No,Yes
"84 Rathgar Road, Rathgar, Dublin 6",Dublin 6,Dublin,980000,No,No
"9 Argyle Rd, Donnybrook, Dublin 4",Dublin 4,Dublin,2650000,No,No
"9 Somerton Copse, Newcastle Road, Lucan",,Dublin,285450,No,Yes
"9 St Davids, Artane, Dublin 5",Dublin 5,Dublin,485000,No,No
"9 Talbot Court, Castleknock, Dublin 15",Dublin 15,Dublin,515000,No,No
"Apt 11, 46 Great Georges St North, Dublin 1",Dublin 1,Dublin,373000,No,No
"Apt 207, The Oak, Grange Hall Dublin 16",Dublin 16,Dublin,317000,No,No
"Apt 8 Block 1, New Priory, Donaghmede",,Dublin,185000,No,Yes
"Sea Meadows, Burrow Rd, Portrane",,Dublin,450000,No,No
"Silveracre, 724 Howth Rd, Dublin 5",Dublin 5,Dublin,1850000,No,No
"Springhill, Garristown, Dublin",,Dublin,160000,No,No
"101 Kilmainham Sq, Inchicore Rd, Dublin 8",Dublin 8,Dublin,318100,No,Yes
"1 Carysfort Court, Dalkey, Dublin",,Dublin,510000,No,No
"1 The Green, Station Manor, Station Road",,Dublin,515419,No,Yes
"10 Cedarbrook Ave, Ballyfermot, Dublin 10",Dublin 15,Dublin,68732,Yes,No
"10 Dodder Brook Walk, Ballycullen, Dublin 24",Dublin 24,Dublin,350220,No,Yes
"10 Ennel Ave, Artane, Dublin 5",Dublin 5,Dublin,287000,No,No
"10 Grangeabbey, Abbey Road, Monkstown",,Dublin,550661,No,Yes
"10 Sandyford Hall Grove, Sandyford, Dublin 18",Dublin 18,Dublin,486000,No,No
"106 Waterside, Charlotte Quay, Dublin 4",Dublin 4,Dublin,250000,No,No
"11 Greenmount Sq, Harolds Cross, Dublin 12",Dublin 12,Dublin,277500,No,No
"12 Willington Court, Templeogue, Dublin 6W",,Dublin,505000,No,No
"14 Diswellstown Court, Castleknock",Dublin 15,Dublin,615859,No,Yes
"15 Portersgate Ave, Clonsilla, Dublin 15",Dublin 15,Dublin,350000,No,No
"16 Maryville Rd, Raheny, Dublin 5",Dublin 5,Dublin,475000,No,No
"18 Goldsmith Hall, Collegewood, Castleknock Dublin 15",Dublin 15,Dublin,390000,No,No
"18 Martello Rd Martello Tower, Balbriggan, Dublin",,Dublin,205000,No,No
"18 The Quarry Apts, Carrickhill Rd, Portmarnock",Dublin 13,Dublin,237000,No,No
"180 Killester Ave, Killester, Dublin 5",Dublin 5,Dublin,317000,No,No
"19 Mount Carmel Park, Firhouse, Dublin 24",Dublin 24,Dublin,300000,No,No
"20 Belfry Green, Citywest, Dublin 24",Dublin 24,Dublin,190000,No,No
"20 Dodderbrook Walk, Oldcourt Road, Ballycullen",,Dublin,350220,No,Yes
"21 Village Weir, Lower Main St, Lucan",,Dublin,337000,No,No
"23 Lawnswood Park, Stillorgan, Dublin",,Dublin,950000,No,No
"24 Airpark Avenue, Dublin 16",Dublin 16,Dublin,470000,No,No
"24 Hampton Green, Navan Rd, Dublin 7",Dublin 7,Dublin,150000,No,No
"24 Ladycove, Palmer Road, Rush",,Dublin,190000,No,No
"25 Cabra Park, Phibsboro, Dublin 7",,Dublin,475000,No,No
"25 Eaton Terrace, Eaton Dr, Rathcoole",Dublin 24,Dublin,205000,No,No
"28 Drummond Place, Harolds Cross, Dublin 6W",Dublin 6,Dublin,410000,No,No
"2J Bellarmine Drive, Stepaside, Dublin 18",,Dublin,372000,No,No
"30 Rosepark, Balrothery, Balbriggan",,Dublin,310000,No,No
"31 River Gardens, Glasnevin, Dublin 9",Dublin 9,Dublin,315000,No,No
"31 Trinity Plaza, Tara St, Dublin 2",Dublin 2,Dublin,289100,No,No
"346 Cooley Rd, Drimnagh Dublin 12, Dublin",Dublin 12,Dublin,355000,No,No
"4 Church Lane, Church Ave, Rathmines Dublin 6",Dublin 6,Dublin,1750000,No,No
"4 Newcastle Manor Square, Newcastle, Co Dublin",,Dublin,252000,No,No
"4 The Avenue, Carrickmines Manor, Glenamuck Rd Dublin 18",Dublin 18,Dublin,442000,No,No
"40 Pearse Brothers Park, Ballyboden, Rathfarnham Dublin 16",Dublin 16,Dublin,425000,No,No
"42 Seagrave Dr, City Gate, Dublin 11",Dublin 11,Dublin,191000,No,No
"48 Orwell Park Rise, Templeogue, Dublin 6W",,Dublin,452000,No,No
"48D Ffoster Sq, Ballydowd Manor, Lucan",,Dublin,245000,No,No
"5  Blackthorn Place, Kettles Lane, Swords",,Dublin,405286,No,Yes
"5 Lisalea, Frascati Park, Blackrock",,Dublin,294000,No,No
"50 St Peters Sq, Dublin 7, Dublin",Dublin 7,Dublin,250000,No,No
"56 Rowanbyrn, Blackrock, Dublin",,Dublin,545000,No,No
"57 Glen Ellan Green, Swords, Dublin",,Dublin,395000,No,No
"57 The Limes, Wedgewod Estate, Sandyford",Dublin 18,Dublin,451000,No,No
"6 Longview Square, Miller'S Glen, Swords",,Dublin,303965,No,Yes
"6 Walkers Court, Walkers Cottages, Ranelagh Dublin 6",Dublin 6,Dublin,455000,No,No
"62 Carlingford Parade, Dublin 2, Dublin",Dublin 2,Dublin,295000,No,No
"63 Carlingford Parade, Grand Canel Dock, Dublin 2",,Dublin,300000,No,No
"63 Glenhill Rd, Finglas, Dublin 11",Dublin 11,Dublin,310000,No,No
"64 Wendell Ave, Portmarnock, Dublin",Dublin 13,Dublin,570000,No,No
"66 Lorcan Ave, Santry, Dublin 9",Dublin 9,Dublin,368000,No,No
"7 Moylaragh Close, Balbriggan, Dublin",,Dublin,165000,No,No
"73 Highfield Rd, Rathgar, Dublin 6",Dublin 6,Dublin,1580000,No,No
"8 Millview, Skerries, Dublin",,Dublin,350000,No,No
"Apartment 1, 26 Phibsborough Rd, Phibsborough",Dublin 7,Dublin,675000,No,No
"Apt 11, Block B, Cameron Court Dublin 8",Dublin 8,Dublin,317500,No,No
"Ayot Mews, 25 Raglan Lane, Ballsbridge",Dublin 4,Dublin,1315000,No,No
"Garth Mews, 9A Tivoli Terrace South, Dun Laoghaire",,Dublin,657000,No,No
"1 The  Old Mill, Naul Bridge, Naul",,Dublin,95000,No,No
"10 Mcauley Ave, Artane, Dublin 5",Dublin 5,Dublin,306500,No,No
"10 Moylaragh Rise, Balbriggan, Dublin",,Dublin,200000,No,No
"11 Merrion Village, Merrion Rd, Dublin 4",Dublin 4,Dublin,280000,No,No
"116 Templeville Rd, Templeogue, Dublin 6W",,Dublin,580000,No,No
"11Tullyhall Rise, Lucan, Dublin",,Dublin,311000,No,No
"12 Diswellstown Court, Castleknock, Dublin 15",,Dublin,427313,No,Yes
"12 Summerhill Rd, Dun Laoghaire, Dublin",,Dublin,1250000,No,No
"12 The Village, Drumcondra, Dublin 9",Dublin 9,Dublin,327000,No,No
"13 Seapark, Mount Prospect Ave, Clontarf Dublin 3",Dublin 3,Dublin,310000,No,No
"131 Brandon Rd, Drimnagh, Dublin 12",Dublin 12,Dublin,300000,No,No
"15 Carndonagh Lawn, Raheny, Dublin 13",Dublin 13,Dublin,320000,No,No
"156 Shanganagh Cliffs, Shankill, Dublin 18",Dublin 18,Dublin,185000,Yes,No
"16 Woodleigh Ash, Highfield Rd, Rathgar",Dublin 6,Dublin,280000,Yes,No
"2 Limewood Ave, Off Tonlegee Rd, Raheny Dublin 5",Dublin 5,Dublin,350000,No,No
"2 Mount Dillon Cottages, Malahide Rd, Artane Dublin 5",Dublin 5,Dublin,245000,No,No
"22 Sydenham Mews, Corrig Avenue, Dunlaoghaire",,Dublin,905000,No,No
"229 Wyckham Point, Wyckham Way, Dundrum Dublin 16",Dublin 16,Dublin,342000,No,No
"25 Abbott Drive, Cualanor, Upper Glenageary Road",,Dublin,726634,No,Yes
"3 Moorfield Green, Clondalkin, Dublin 22",Dublin 22,Dublin,235000,No,No
"3 The Green, Scholarstown Wood, Scholarstown Road",Dublin 16,Dublin,537450,No,Yes
"32 Clairville Lodge, Streamstown, Malahide",,Dublin,647577,No,Yes
"33 Willow Vale, Ballybrack, Dublin",,Dublin,308000,No,No
"34 Montpelier View, Mountainview, Tallaght Dublin 24",Dublin 24,Dublin,199950,No,No
"37 Amber, The Grange, Blackrock",,Dublin,452000,No,No
"37 Fortfield Square, Terenure, Dublin 6W",,Dublin,800000,No,No
"39 Marlborough Court, Marlborough St, Dublin",Dublin 1,Dublin,240000,No,No
"4 Rathmill Glen, Rathmill Manor, Rathcoole",,Dublin,348018,No,Yes
"4 Strangford Rd East, East Wall, Dublin 3",Dublin 3,Dublin,496000,No,No
"40 Millers Avenue, Millers Glen, Swords",,Dublin,299560,No,Yes
"44 Glentow Rd, Whitehall, Dublin City",Dublin 9,Dublin,345000,No,No
"4Parnell Court, Parnell Rd, Harolds Cross Dublin 12",Dublin 12,Dublin,455000,No,No
"59 Pinevalley Park, Grange Rd, Rathfarnham Dublin 16",Dublin 16,Dublin,705000,No,No
"60, Poddle Close, Clonard Road Dublin 12",Dublin 12,Dublin,162000,Yes,No
"61 Adamstown Park, St. Helen'S, Lucan",,Dublin,301762,No,Yes
"65 Belfry Hall, Citywest, Dublin",Dublin 24,Dublin,215000,No,No
"68 Bridge Water Quay, Islandbridge, Dublin 8",Dublin 8,Dublin,325000,No,No
"78 Park Ave, Sandymount, Dublin 4",Dublin 4,Dublin,2900000,No,No
"7, Spiddal Road, Ballyfermot Dublin 10",Dublin 10,Dublin,123000,Yes,No
"9 Drynam Dr, Drynam Hall, Kinsealy",,Dublin,300000,No,No
"96 Woodfield, Scholarstown Rd, Rathfarnham Dublin 16",Dublin 16,Dublin,540000,No,No
"Apartment 68  Ardilaun Court, Sybil Hill Road, Raheny",,Dublin,480176,No,Yes
"Apt 19, Brookwood Abbey, Brookwood Grove Dublin 5",Dublin 5,Dublin,303000,No,No
"Apt 1, 1 Beau Park St, Clongriffin",Dublin 13,Dublin,215000,No,No
"Apt 59, 20 Christchurch Place, Dublin 8",Dublin 8,Dublin,245000,No,No
"Upmeads, Mornington Park, Malahide Rd Dublin 5",Dublin 5,Dublin,550000,No,No
"1 The Way, Station Manor, Station Road",,Dublin,524229,No,Yes
"10 Avondale Lawn, Blackrock, Dublin",,Dublin,785000,No,No
"105 Grove Park, Rathmines, Dublin 6",Dublin 6,Dublin,412500,No,No
"11 The Red Mill, 69 Brunswick Street North, Dublin 7",,Dublin,260000,No,No
"12 Le Hunt House, Brennanstown, Cabinteely Village",Dublin 18,Dublin,285000,No,No
"12 Shackleton Gate, Shackleton Park, Lucan",,Dublin,339207,No,Yes
"122 Caledon Rd, East Wall, Dublin 3",Dublin 3,Dublin,348000,No,No
"127 Galtymore Rd, Drimnagh, Dublin 8",Dublin 12,Dublin,300000,No,No
"13 Terenure Park, Terenure, Dublin 6W",,Dublin,950000,No,No
"134 Lorcan Ave, Santry, Dublin 9",Dublin 9,Dublin,150000,Yes,No
"14 Hazelwood Crescent, Hartstown, Dublin 15",Dublin 15,Dublin,271000,No,No
"15 Castle Vernon, Dollymount Avenue, Clontarf",Dublin 3,Dublin,814978,No,Yes
"16 Emorville Ave, South Circular Rd, Dublin 8",Dublin 8,Dublin,650000,No,No
"16 Glencarrig Green, Firhouse, Dublin 24",Dublin 24,Dublin,332500,No,No
"165 Hampton Wood Rd, Hampton Wood, Finglas Dublin 11",Dublin 11,Dublin,310000,No,No
"169 Pugin House, Loreto Abbey, Grange Rd Dublin 14",Dublin 14,Dublin,550000,No,No
"17 Taylor Hill Walk, Balbriggan",,Dublin,242300,No,Yes
"17 The Close, Scholarstown Wood, Scholarstown Road",,Dublin,449339,No,Yes
"182 Trimbleston, Goatstown Rd, Goatstown Dublin 14",Dublin 14,Dublin,590000,No,No
"19 St Kevins Park, Dartry, Dublin 6",Dublin 6,Dublin,1210000,No,No
"1, Shackleton Wood, Shackleton Park",,Dublin,302750,No,Yes
"2 A The Park, Military Road, Rathmines",,Dublin,364000,No,No
"2 Carrig House, Carrickbrennan Rd, Monkstown",,Dublin,255000,No,No
